row_index,token_count,sum_score,mean_score
343,2047,-74.298828125,-0.03629644754518808
344,2047,-30.059326171875,-0.014684575560271128
345,2047,-86.6982421875,-0.04235380663776258
346,2047,-81.13427734375,-0.03963569972826087
347,2047,-54.208984375,-0.026482161394723987
348,2047,-88.48583984375,-0.04322708346055203
349,2047,-71.40283203125,-0.03488169615595994
350,2047,-55.94287109375,-0.02732919936187103
351,2047,-45.87646484375,-0.022411560744382022
352,2047,-75.68701171875,-0.036974602696018564
353,2047,-48.6455078125,-0.02376429302027357
354,2047,-74.8955078125,-0.036587937377870056
355,2047,-47.748046875,-0.023325865595994137
356,2047,-57.16064453125,-0.02792410577979971
357,2047,-79.591796875,-0.0388821675012213
358,2047,-44.58544921875,-0.02178087406875916
359,2047,-27.61669921875,-0.013491303966170005
360,2047,-68.11279296875,-0.03327444698033708
361,2047,-65.01416015625,-0.03176070354482169
362,2047,-37.423828125,-0.018282280471421594
363,2047,-63.5673828125,-0.031053924187835858
364,2047,-43.84130859375,-0.021417346650586224
365,2047,-85.46484375,-0.04175126709819248
366,2047,-31.1259765625,-0.015205655379824132
367,2047,-73.189453125,-0.0357544959086468
368,2047,-82.568359375,-0.04033627717391304
369,2047,-86.7724609375,-0.04239006396555935
