#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:08:01       1  35303      4      0    100     41      0      0      0      0 
 20260814    13:08:02       0  35305      4      0     38     39      0      0      0      0 
 20260814    13:08:02       1  35303      4      0     81     64      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:08:03       0  35305      4      0     19     22      0      0      0      0 
 20260814    13:08:03       1  35303      4      0     59     40      0      0      0      0 
 20260814    13:08:04       0  35305      4      0     39     23      0      0      0      0 
 20260814    13:08:04       1  35303      4      0     12     15      0      0      0      0 
 20260814    13:08:05       0  35305      4      0     46     31      0      0      0      0 
 20260814    13:08:05       1  35303      4      0      7      5      0      0      0      0 
 20260814    13:08:06       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:08:06       1  35303      4      0     83     53      0      0      0      0 
 20260814    13:08:07       0  35305      4      0    100     61      0      0      0      0 
 20260814    13:08:07       1  35303      4      0    100     62      0      0      0      0 
 20260814    13:08:08       0  35305      4      0    100     51      0      0      0      0 
 20260814    13:08:08       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:09       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:08:09       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:08:10       0  35305      4      0     87     43      0      0      0      0 
 20260814    13:08:10       1  35303      4      0    100     35      0      0      0      0 
 20260814    13:08:11       0  35305      4      0      9      5      0      0      0      0 
 20260814    13:08:11       1  35303      4      0     26     30      0      0      0      0 
 20260814    13:08:12       0  35305      4      0    100     63      0      0      0      0 
 20260814    13:08:12       1  35303      4      0     83     54      0      0      0      0 
 20260814    13:08:13       0  35305      4      0    100     51      0      0      0      0 
 20260814    13:08:13       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:14       0  35305      4      0     63     39      0      0      0      0 
 20260814    13:08:14       1  35303      4      0    100     47      0      0      0      0 
 20260814    13:08:15       0  35305      4      0     47     27      0      0      0      0 
 20260814    13:08:15       1  35303      4      0     10      6      0      0      0      0 
 20260814    13:08:16       0  35305      4      0    100     51      0      0      0      0 
 20260814    13:08:16       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:17       0  35305      4      0    100     59      0      0      0      0 
 20260814    13:08:17       1  35303      4      0    100     53      0      0      0      0 
 20260814    13:08:18       0  35305      4      0    100     60      0      0      0      0 
 20260814    13:08:18       1  35303      4      0     81     51      0      0      0      0 
 20260814    13:08:19       0  35305      4      0     91     68      0      0      0      0 
 20260814    13:08:19       1  35303      4      0    100     55      0      0      0      0 
 20260814    13:08:20       0  35305      4      0     77     42      0      0      0      0 
 20260814    13:08:20       1  35303      4      0     39     22      0      0      0      0 
 20260814    13:08:21       0  35305      4      0    100     53      0      0      0      0 
 20260814    13:08:21       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:22       0  35305      4      0     31     30      0      0      0      0 
 20260814    13:08:22       1  35303      4      0     59     48      0      0      0      0 
 20260814    13:08:23       0  35305      4      0    100     51      0      0      0      0 
 20260814    13:08:23       1  35303      4      0    100     51      0      0      0      0 
 20260814    13:08:24       0  35305      4      0     32     18      0      0      0      0 
 20260814    13:08:24       1  35303      4      0     22     26      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:08:25       0  35305      4      0    100     54      0      0      0      0 
 20260814    13:08:25       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:26       0  35305      4      0     81     52      0      0      0      0 
 20260814    13:08:26       1  35303      4      0     43     28      0      0      0      0 
 20260814    13:08:27       0  35305      4      0    100     61      0      0      0      0 
 20260814    13:08:27       1  35303      4      0    100     59      0      0      0      0 
 20260814    13:08:28       0  35305      4      0    100     50      0      0      0      0 
 20260814    13:08:28       1  35303      4      0     85     44      0      0      0      0 
 20260814    13:08:29       0  35305      4      0     49     41      0      0      0      0 
 20260814    13:08:29       1  35303      4      0     91     65      0      0      0      0 
 20260814    13:08:30       0  35305      4      0    100     46      0      0      0      0 
 20260814    13:08:30       1  35303      4      0    100     51      0      0      0      0 
 20260814    13:08:31       0  35305      4      0    100     61      0      0      0      0 
 20260814    13:08:31       1  35303      4      0     93     60      0      0      0      0 
 20260814    13:08:32       0  35305      4      0     32     30      0      0      0      0 
 20260814    13:08:32       1  35303      4      0     73     55      0      0      0      0 
 20260814    13:08:33       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:08:33       1  35303      4      0    100     53      0      0      0      0 
 20260814    13:08:34       0  35305      4      0    100     42      0      0      0      0 
 20260814    13:08:34       1  35303      4      0    100     49      0      0      0      0 
 20260814    13:08:35       0  35305      4      0    100     49      0      0      0      0 
 20260814    13:08:35       1  35303      4      0    100     51      0      0      0      0 
 20260814    13:08:36       0  35305      4      0    100     50      0      0      0      0 
 20260814    13:08:36       1  35303      4      0     81     42      0      0      0      0 
 20260814    13:08:37       0  35305      4      0    100     49      0      0      0      0 
 20260814    13:08:37       1  35303      4      0    100     52      0      0      0      0 
 20260814    13:08:38       0  35305      4      0    100     49      0      0      0      0 
 20260814    13:08:38       1  35303      4      0    100     51      0      0      0      0 
 20260814    13:08:39       0  35305      4      0    100     41      0      0      0      0 
 20260814    13:08:39       1  35303      4      0    100     47      0      0      0      0 
 20260814    13:08:40       0  35305      4      0     89     44      0      0      0      0 
 20260814    13:08:40       1  35303      4      0    100     40      0      0      0      0 
 20260814    13:08:41       0  35305      4      0     44     27      0      0      0      0 
 20260814    13:08:41       1  35303      4      0     87     42      0      0      0      0 
 20260814    13:08:42       0  35305      4      0     33     19      0      0      0      0 
 20260814    13:08:42       1  35303      4      0     26     25      0      0      0      0 
 20260814    13:08:43       0  35305      4      0     64     33      0      0      0      0 
 20260814    13:08:43       1  35303      4      0     42     34      0      0      0      0 
 20260814    13:08:44       0  35305      4      0     98     50      0      0      0      0 
 20260814    13:08:44       1  35303      4      0     60     31      0      0      0      0 
 20260814    13:08:45       0  35305      4      0    100     51      0      0      0      0 
 20260814    13:08:45       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:46       0  35305      4      0     47     25      0      0      0      0 
 20260814    13:08:46       1  35303      4      0     87     42      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:08:47       0  35305      4      0     64     33      0      0      0      0 
 20260814    13:08:47       1  35303      4      0     25     13      0      0      0      0 
 20260814    13:08:48       0  35305      4      0     34     19      0      0      0      0 
 20260814    13:08:48       1  35303      4      0     30     20      0      0      0      0 
 20260814    13:08:49       0  35305      4      0    100     50      0      0      0      0 
 20260814    13:08:49       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:50       0  35305      4      0     34     19      0      0      0      0 
 20260814    13:08:50       1  35303      4      0     40     33      0      0      0      0 
 20260814    13:08:51       0  35305      4      0     46     37      0      0      0      0 
 20260814    13:08:51       1  35303      4      0     86     57      0      0      0      0 
 20260814    13:08:52       0  35305      4      0     88     44      0      0      0      0 
 20260814    13:08:52       1  35303      4      0     49     26      0      0      0      0 
 20260814    13:08:53       0  35305      4      0    100     50      0      0      0      0 
 20260814    13:08:53       1  35303      4      0     80     41      0      0      0      0 
 20260814    13:08:54       0  35305      4      0     84     43      0      0      0      0 
 20260814    13:08:54       1  35303      4      0     44     24      0      0      0      0 
 20260814    13:08:55       0  35305      4      0     83     43      0      0      0      0 
 20260814    13:08:55       1  35303      4      0    100     44      0      0      0      0 
 20260814    13:08:56       0  35305      4      0     84     40      0      0      0      0 
 20260814    13:08:56       1  35303      4      0     45     22      0      0      0      0 
 20260814    13:08:57       0  35305      4      0     67     45      0      0      0      0 
 20260814    13:08:57       1  35303      4      0     86     52      0      0      0      0 
 20260814    13:08:58       0  35309      4      0     79     43      0      0      0      0 
 20260814    13:08:58       1  35307      4      0     67     45      0      0      0      0 
 20260814    13:08:59       0  35309      4      0     39     20      0      0      0      0 
 20260814    13:08:59       1  35307      4      0     27     23      0      0      0      0 
 20260814    13:09:00       0  35309      4      0     97     57      0      0      0      0 
 20260814    13:09:00       1  35307      4      0     99     47      0      0      0      0 
 20260814    13:09:01       0  35309      4      0    100     42      0      0      0      0 
 20260814    13:09:01       1  35307      4      0     95     45      0      0      0      0 
 20260814    13:09:02       0  35309      4      0     32     26      0      0      0      0 
 20260814    13:09:02       1  35307      4      0     70     44      0      0      0      0 
 20260814    13:09:03       0  35309      4      0     58     38      0      0      0      0 
 20260814    13:09:03       1  35307      4      0     98     56      0      0      0      0 
 20260814    13:09:04       0  35309      4      0     52     35      0      0      0      0 
 20260814    13:09:04       1  35307      4      0     93     54      0      0      0      0 
 20260814    13:09:05       0  35309      4      0     48     32      0      0      0      0 
 20260814    13:09:05       1  35307      4      0     58     37      0      0      0      0 
 20260814    13:09:06       0  35309      4      0     62     38      0      0      0      0 
 20260814    13:09:06       1  35307      4      0     97     53      0      0      0      0 
 20260814    13:09:07       0  35309      4      0     89     45      0      0      0      0 
 20260814    13:09:07       1  35307      4      0     49     24      0      0      0      0 
 20260814    13:09:08       0  35309      4      0     78     42      0      0      0      0 
 20260814    13:09:08       1  35307      4      0     39     25      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:09:09       0  35309      4      0     53     24      0      0      0      0 
 20260814    13:09:09       1  35307      4      0     79     36      0      0      0      0 
 20260814    13:09:10       0  35309      4      0     50     29      0      0      0      0 
 20260814    13:09:10       1  35307      4      0     66     38      0      0      0      0 
 20260814    13:09:11       0  35309      4      0     66     42      0      0      0      0 
 20260814    13:09:11       1  35307      4      0     54     32      0      0      0      0 
 20260814    13:09:12       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:12       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:13       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:13       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:14       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:14       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:15       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:15       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:16       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:16       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:17       0  35309      4      0      0      0      0      0      0      0 
 20260814    13:09:17       1  35307      4      0      0      0      0      0      0      0 
 20260814    13:09:18       0      0      1      0      0      0      0      0      0      0 
 20260814    13:09:18       1      0      1      0      0      0      0      0      0      0 
 20260814    13:09:19       0      0      1      0    100      8      0      0      0      0 
 20260814    13:09:19       1      0      1      0    100      7      0      0      0      0 
 20260814    13:09:20       0      0      1      0      0      0      0      0      0      0 
 20260814    13:09:20       1      0      1      0      0      0      0      0      0      0 
 20260814    13:09:21       0      0      1      0      0      0      0      0      0      0 
 20260814    13:09:21       1      0      1      0      0      0      0      0      0      0 
 20260814    13:09:22       0      0      1      0      0      0      0      0      0      0 
 20260814    13:09:22       1      0      1      0      0      0      0      0      0      0 
