#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:04:41       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:04:41       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:04:42       0  35305      4      0    100     78      0      0      0      0 
 20260814    13:04:42       1  35303      4      0    100     72      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:04:43       0  35305      4      0    100     74      0      0      0      0 
 20260814    13:04:43       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:04:44       0  35305      4      0    100     81      0      0      0      0 
 20260814    13:04:44       1  35303      4      0    100     82      0      0      0      0 
 20260814    13:04:45       0  35305      4      0     79     90      0      0      0      0 
 20260814    13:04:45       1  35303      4      0    100     80      0      0      0      0 
 20260814    13:04:46       0  35305      4      0    100     58      0      0      0      0 
 20260814    13:04:46       1  35303      4      0    100     58      0      0      0      0 
 20260814    13:04:47       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:04:47       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:04:48       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:04:48       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:04:49       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:04:49       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:04:50       0  35305      4      0    100     76      0      0      0      0 
 20260814    13:04:50       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:04:51       0  35305      4      0    100     77      0      0      0      0 
 20260814    13:04:51       1  35303      4      0    100     78      0      0      0      0 
 20260814    13:04:52       0  35305      4      0    100     74      0      0      0      0 
 20260814    13:04:52       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:04:53       0  35305      4      0    100     81      0      0      0      0 
 20260814    13:04:53       1  35303      4      0    100     79      0      0      0      0 
 20260814    13:04:54       0  35305      4      0     23     20      0      0      0      0 
 20260814    13:04:54       1  35303      4      0      0      0      0      0      0      0 
 20260814    13:04:55       0  35305      4      0      0      0      0      0      0      0 
 20260814    13:04:55       1  35303      4      0     53     64      0      0      0      0 
 20260814    13:04:56       0  35305      4      0     59     71      0      0      0      0 
 20260814    13:04:56       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:04:57       0  35305      4      0     92     80      0      0      0      0 
 20260814    13:04:57       1  35303      4      0    100     38      0      0      0      0 
 20260814    13:04:58       0  35305      4      0     72     79      0      0      0      0 
 20260814    13:04:58       1  35303      4      0    100     79      0      0      0      0 
 20260814    13:04:59       0  35305      4      0     80     76      0      0      0      0 
 20260814    13:04:59       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:05:00       0  35305      4      0     44     53      0      0      0      0 
 20260814    13:05:00       1  35303      4      0     94     90      0      0      0      0 
 20260814    13:05:01       0  35305      4      0     22     27      0      0      0      0 
 20260814    13:05:01       1  35303      4      0     74     78      0      0      0      0 
 20260814    13:05:02       0  35305      4      0     17     20      0      0      0      0 
 20260814    13:05:02       1  35303      4      0     68     73      0      0      0      0 
 20260814    13:05:03       0  35305      4      0      0      0      0      0      0      0 
 20260814    13:05:03       1  35303      4      0     35     42      0      0      0      0 
 20260814    13:05:04       0  35305      4      0      0      0      0      0      0      0 
 20260814    13:05:04       1  35303      4      0     45     54      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:05:05       0  35305      4      0     21     19      0      0      0      0 
 20260814    13:05:05       1  35303      4      0     45     54      0      0      0      0 
 20260814    13:05:06       0  35305      4      0     78     85      0      0      0      0 
 20260814    13:05:06       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:05:07       0  35305      4      0     22     26      0      0      0      0 
 20260814    13:05:07       1  35303      4      0     73     76      0      0      0      0 
 20260814    13:05:08       0  35305      4      0     19     17      0      0      0      0 
 20260814    13:05:08       1  35303      4      0     10     12      0      0      0      0 
 20260814    13:05:09       0  35305      4      0     78     62      0      0      0      0 
 20260814    13:05:09       1  35303      4      0     39     33      0      0      0      0 
 20260814    13:05:10       0  35305      4      0    100     75      0      0      0      0 
 20260814    13:05:10       1  35303      4      0    100     81      0      0      0      0 
 20260814    13:05:11       0  35305      4      0    100     77      0      0      0      0 
 20260814    13:05:11       1  35303      4      0    100     75      0      0      0      0 
 20260814    13:05:12       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:05:12       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:05:13       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:05:13       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:05:14       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:05:14       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:05:15       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:05:15       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:05:16       0  35305      4      0    100     61      0      0      0      0 
 20260814    13:05:16       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:05:17       0  35305      4      0    100     34      0      0      0      0 
 20260814    13:05:17       1  35303      4      0    100     54      0      0      0      0 
 20260814    13:05:18       0  35305      4      0    100     17      0      0      0      0 
 20260814    13:05:18       1  35303      4      0    100     21      0      0      0      0 
 20260814    13:05:19       0  35305      4      0     52     62      0      0      0      0 
 20260814    13:05:19       1  35303      4      0    100     92      0      0      0      0 
 20260814    13:05:20       0  35305      4      0     95     75      0      0      0      0 
 20260814    13:05:20       1  35303      4      0    100     75      0      0      0      0 
 20260814    13:05:21       0  35305      4      0    100     78      0      0      0      0 
 20260814    13:05:21       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:05:23       0  35305      4      0    100     77      0      0      0      0 
 20260814    13:05:23       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:05:24       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:05:24       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:05:25       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:05:25       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:05:26       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:05:26       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:05:27       0  35305      4      0    100     59      0      0      0      0 
 20260814    13:05:27       1  35303      4      0    100     30      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:05:28       0  35305      4      0    100     19      0      0      0      0 
 20260814    13:05:28       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:05:29       0  35305      4      0      5      5      0      0      0      0 
 20260814    13:05:29       1  35303      4      0     67     52      0      0      0      0 
 20260814    13:05:30       0  35305      4      0    100     77      0      0      0      0 
 20260814    13:05:30       1  35303      4      0    100     77      0      0      0      0 
 20260814    13:05:31       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:05:31       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:05:32       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:05:32       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:05:33       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:05:33       1  35303      4      0    100     62      0      0      0      0 
 20260814    13:05:34       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:05:34       1  35303      4      0     83     77      0      0      0      0 
 20260814    13:05:35       0  35305      4      0     31     26      0      0      0      0 
 20260814    13:05:35       1  35303      4      0     91     67      0      0      0      0 
 20260814    13:05:36       0  35305      4      0    100     75      0      0      0      0 
 20260814    13:05:36       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:05:37       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:05:37       1  35303      4      0    100     77      0      0      0      0 
 20260814    13:05:38       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:05:38       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:05:39       0  35305      4      0    100     32      0      0      0      0 
 20260814    13:05:39       1  35303      4      0    100     22      0      0      0      0 
 20260814    13:05:40       0  35305      4      0     54     62      0      0      0      0 
 20260814    13:05:40       1  35303      4      0     47     37      0      0      0      0 
 20260814    13:05:41       0  35305      4      0    100     76      0      0      0      0 
 20260814    13:05:41       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:05:42       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:05:42       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:05:43       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:05:43       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:05:44       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:05:44       1  35303      4      0     52     58      0      0      0      0 
 20260814    13:05:45       0  35305      4      0    100     78      0      0      0      0 
 20260814    13:05:45       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:05:46       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:05:46       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:05:47       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:05:47       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:05:48       0  35305      4      0     50     59      0      0      0      0 
 20260814    13:05:48       1  35303      4      0     32     27      0      0      0      0 
 20260814    13:05:49       0  35305      4      0    100     75      0      0      0      0 
 20260814    13:05:49       1  35303      4      0    100     74      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:05:50       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:05:50       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:05:51       0  35305      4      0    100     56      0      0      0      0 
 20260814    13:05:51       1  35303      4      0    100     33      0      0      0      0 
 20260814    13:05:52       0  35305      4      0     17     20      0      0      0      0 
 20260814    13:05:52       1  35303      4      0     33     27      0      0      0      0 
 20260814    13:05:53       0  35305      4      0    100     77      0      0      0      0 
 20260814    13:05:53       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:05:54       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:05:54       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:05:55       0  35305      4      0    100     44      0      0      0      0 
 20260814    13:05:55       1  35303      4      0    100     21      0      0      0      0 
 20260814    13:05:56       0  35305      4      0      2      2      0      0      0      0 
 20260814    13:05:56       1  35303      4      0     64     52      0      0      0      0 
 20260814    13:05:57       0  35305      4      0    100     76      0      0      0      0 
 20260814    13:05:57       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:05:58       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:05:58       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:05:59       0  35305      4      0    100     28      0      0      0      0 
 20260814    13:05:59       1  35303      4      0    100     30      0      0      0      0 
 20260814    13:06:00       0  35305      4      0     30     24      0      0      0      0 
 20260814    13:06:00       1  35303      4      0     90     69      0      0      0      0 
 20260814    13:06:01       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:06:01       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:06:02       0  35305      4      0    100     59      0      0      0      0 
 20260814    13:06:02       1  35303      4      0    100     34      0      0      0      0 
 20260814    13:06:03       0  35305      4      0     32     30      0      0      0      0 
 20260814    13:06:03       1  35303      4      0     80     59      0      0      0      0 
 20260814    13:06:04       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:06:04       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:06:05       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:06:05       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:06:06       0  35305      4      0     40     36      0      0      0      0 
 20260814    13:06:06       1  35303      4      0     91     65      0      0      0      0 
 20260814    13:06:07       0  35305      4      0    100     71      0      0      0      0 
 20260814    13:06:07       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:06:08       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:06:08       1  35303      4      0    100     59      0      0      0      0 
 20260814    13:06:09       0  35305      4      0     74     57      0      0      0      0 
 20260814    13:06:09       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:06:10       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:06:10       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:06:11       0  35305      4      0    100     60      0      0      0      0 
 20260814    13:06:11       1  35303      4      0    100     84      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:06:12       0  35305      4      0    100     75      0      0      0      0 
 20260814    13:06:12       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:06:13       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:06:13       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:06:14       0  35305      4      0    100     40      0      0      0      0 
 20260814    13:06:14       1  35303      4      0     71     58      0      0      0      0 
 20260814    13:06:15       0  35305      4      0    100     74      0      0      0      0 
 20260814    13:06:15       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:16       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:16       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:06:17       0  35305      4      0    100     23      0      0      0      0 
 20260814    13:06:17       1  35303      4      0     94     63      0      0      0      0 
 20260814    13:06:18       0  35305      4      0     81     65      0      0      0      0 
 20260814    13:06:18       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:06:19       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:06:19       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:06:20       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:20       1  35303      4      0    100     66      0      0      0      0 
 20260814    13:06:21       0  35305      4      0     63     64      0      0      0      0 
 20260814    13:06:21       1  35303      4      0     29     27      0      0      0      0 
 20260814    13:06:22       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:06:22       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:06:23       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:23       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:24       0  35305      4      0     81     62      0      0      0      0 
 20260814    13:06:24       1  35303      4      0     30     36      0      0      0      0 
 20260814    13:06:25       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:06:25       1  35303      4      0    100     66      0      0      0      0 
 20260814    13:06:26       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:06:26       1  35303      4      0    100     43      0      0      0      0 
 20260814    13:06:27       0  35305      4      0     83     64      0      0      0      0 
 20260814    13:06:27       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:28       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:28       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:06:29       0  35305      4      0      5      6      0      0      0      0 
 20260814    13:06:29       1  35303      4      0     62     47      0      0      0      0 
 20260814    13:06:30       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:06:30       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:06:31       0  35305      4      0     91     81      0      0      0      0 
 20260814    13:06:31       1  35303      4      0     39     47      0      0      0      0 
 20260814    13:06:32       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:06:32       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:06:33       0  35305      4      0    100     62      0      0      0      0 
 20260814    13:06:33       1  35303      4      0    100     73      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:06:34       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:06:34       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:35       0  35305      4      0    100     43      0      0      0      0 
 20260814    13:06:35       1  35303      4      0    100     23      0      0      0      0 
 20260814    13:06:36       0  35305      4      0    100     73      0      0      0      0 
 20260814    13:06:36       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:06:37       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:37       1  35303      4      0    100     49      0      0      0      0 
 20260814    13:06:38       0  35305      4      0     33     28      0      0      0      0 
 20260814    13:06:38       1  35303      4      0     93     74      0      0      0      0 
 20260814    13:06:39       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:06:39       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:40       0  35305      4      0     71     55      0      0      0      0 
 20260814    13:06:40       1  35303      4      0     42     42      0      0      0      0 
 20260814    13:06:41       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:06:41       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:06:42       0  35305      4      0    100     21      0      0      0      0 
 20260814    13:06:42       1  35303      4      0     88     55      0      0      0      0 
 20260814    13:06:43       0  35305      4      0    100     60      0      0      0      0 
 20260814    13:06:43       1  35303      4      0     90     76      0      0      0      0 
 20260814    13:06:44       0  35305      4      0    100     74      0      0      0      0 
 20260814    13:06:44       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:06:45       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:45       1  35303      4      0    100     58      0      0      0      0 
 20260814    13:06:46       0  35305      4      0     13     13      0      0      0      0 
 20260814    13:06:46       1  35303      4      0     69     50      0      0      0      0 
 20260814    13:06:47       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:06:47       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:06:48       0  35305      4      0     86     61      0      0      0      0 
 20260814    13:06:48       1  35303      4      0     33     40      0      0      0      0 
 20260814    13:06:49       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:06:49       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:06:50       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:06:50       1  35303      4      0    100     60      0      0      0      0 
 20260814    13:06:51       0  35305      4      0     71     54      0      0      0      0 
 20260814    13:06:51       1  35303      4      0    100     66      0      0      0      0 
 20260814    13:06:52       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:06:52       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:53       0  35305      4      0      0      0      0      0      0      0 
 20260814    13:06:53       1  35303      4      0     50     36      0      0      0      0 
 20260814    13:06:54       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:06:54       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:06:55       0  35305      4      0     47     51      0      0      0      0 
 20260814    13:06:55       1  35303      4      0     74     53      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:06:56       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:06:56       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:06:57       0  35305      4      0     58     43      0      0      0      0 
 20260814    13:06:57       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:06:58       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:06:58       1  35303      4      0    100     54      0      0      0      0 
 20260814    13:06:59       0  35305      4      0     60     46      0      0      0      0 
 20260814    13:06:59       1  35303      4      0    100     73      0      0      0      0 
 20260814    13:07:00       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:07:00       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:01       0  35305      4      0     44     34      0      0      0      0 
 20260814    13:07:01       1  35303      4      0    100     75      0      0      0      0 
 20260814    13:07:02       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:07:02       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:07:03       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:07:03       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:07:04       0  35305      4      0    100     44      0      0      0      0 
 20260814    13:07:04       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:05       0  35305      4      0    100     70      0      0      0      0 
 20260814    13:07:05       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:07:06       0  35305      4      0    100     19      0      0      0      0 
 20260814    13:07:06       1  35303      4      0    100     38      0      0      0      0 
 20260814    13:07:07       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:07       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:07:08       0  35305      4      0     52     54      0      0      0      0 
 20260814    13:07:08       1  35303      4      0    100     80      0      0      0      0 
 20260814    13:07:09       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:09       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:10       0  35305      4      0     26     21      0      0      0      0 
 20260814    13:07:10       1  35303      4      0     49     51      0      0      0      0 
 20260814    13:07:11       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:11       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:12       0  35305      4      0     90     66      0      0      0      0 
 20260814    13:07:12       1  35303      4      0     51     37      0      0      0      0 
 20260814    13:07:13       0  35305      4      0    100     60      0      0      0      0 
 20260814    13:07:13       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:14       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:07:14       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:07:15       0  35305      4      0    100     40      0      0      0      0 
 20260814    13:07:15       1  35303      4      0    100     32      0      0      0      0 
 20260814    13:07:16       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:16       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:17       0  35305      4      0     15     18      0      0      0      0 
 20260814    13:07:17       1  35303      4      0     63     51      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:07:18       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:18       1  35303      4      0    100     68      0      0      0      0 
 20260814    13:07:19       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:07:19       1  35303      4      0     66     49      0      0      0      0 
 20260814    13:07:20       0  35305      4      0    100     62      0      0      0      0 
 20260814    13:07:20       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:07:21       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:21       1  35303      4      0    100     74      0      0      0      0 
 20260814    13:07:22       0  35305      4      0    100     60      0      0      0      0 
 20260814    13:07:22       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:23       0  35305      4      0    100     69      0      0      0      0 
 20260814    13:07:23       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:24       0  35305      4      0     87     56      0      0      0      0 
 20260814    13:07:24       1  35303      4      0    100     25      0      0      0      0 
 20260814    13:07:26       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:26       1  35303      4      0    100     71      0      0      0      0 
 20260814    13:07:27       0  35305      4      0     73     54      0      0      0      0 
 20260814    13:07:27       1  35303      4      0     35     27      0      0      0      0 
 20260814    13:07:28       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:28       1  35303      4      0    100     67      0      0      0      0 
 20260814    13:07:29       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:29       1  35303      4      0    100     72      0      0      0      0 
 20260814    13:07:30       0  35305      4      0     35     42      0      0      0      0 
 20260814    13:07:30       1  35303      4      0     83     53      0      0      0      0 
 20260814    13:07:31       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:31       1  35303      4      0    100     70      0      0      0      0 
 20260814    13:07:32       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:32       1  35303      4      0    100     64      0      0      0      0 
 20260814    13:07:33       0  35305      4      0     49     50      0      0      0      0 
 20260814    13:07:33       1  35303      4      0     92     75      0      0      0      0 
 20260814    13:07:34       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:34       1  35303      4      0    100     69      0      0      0      0 
 20260814    13:07:35       0  35305      4      0     83     58      0      0      0      0 
 20260814    13:07:35       1  35303      4      0     44     32      0      0      0      0 
 20260814    13:07:36       0  35305      4      0    100     43      0      0      0      0 
 20260814    13:07:36       1  35303      4      0    100     30      0      0      0      0 
 20260814    13:07:37       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:37       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:38       0  35305      4      0    100     68      0      0      0      0 
 20260814    13:07:38       1  35303      4      0     89     63      0      0      0      0 
 20260814    13:07:39       0  35305      4      0     53     52      0      0      0      0 
 20260814    13:07:39       1  35303      4      0     98     78      0      0      0      0 
 20260814    13:07:40       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:07:40       1  35303      4      0    100     65      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260814    13:07:41       0  35305      4      0     51     37      0      0      0      0 
 20260814    13:07:41       1  35303      4      0     12      9      0      0      0      0 
 20260814    13:07:42       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:42       1  35303      4      0    100     60      0      0      0      0 
 20260814    13:07:43       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:07:43       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:44       0  35305      4      0     83     57      0      0      0      0 
 20260814    13:07:44       1  35303      4      0     44     30      0      0      0      0 
 20260814    13:07:45       0  35305      4      0    100     72      0      0      0      0 
 20260814    13:07:45       1  35303      4      0    100     62      0      0      0      0 
 20260814    13:07:46       0  35305      4      0    100     65      0      0      0      0 
 20260814    13:07:46       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:47       0  35305      4      0     77     54      0      0      0      0 
 20260814    13:07:47       1  35303      4      0     36     26      0      0      0      0 
 20260814    13:07:48       0  35305      4      0     25     27      0      0      0      0 
 20260814    13:07:48       1  35303      4      0     60     54      0      0      0      0 
 20260814    13:07:49       0  35305      4      0    100     66      0      0      0      0 
 20260814    13:07:49       1  35303      4      0    100     65      0      0      0      0 
 20260814    13:07:50       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:50       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:51       0  35305      4      0     84     58      0      0      0      0 
 20260814    13:07:51       1  35303      4      0     46     32      0      0      0      0 
 20260814    13:07:52       0  35305      4      0      2      2      0      0      0      0 
 20260814    13:07:52       1  35303      4      0     45     41      0      0      0      0 
 20260814    13:07:53       0  35305      4      0     90     51      0      0      0      0 
 20260814    13:07:53       1  35303      4      0    100     25      0      0      0      0 
 20260814    13:07:54       0  35305      4      0    100     56      0      0      0      0 
 20260814    13:07:54       1  35303      4      0    100     63      0      0      0      0 
 20260814    13:07:55       0  35305      4      0    100     64      0      0      0      0 
 20260814    13:07:55       1  35303      4      0    100     62      0      0      0      0 
 20260814    13:07:56       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:56       1  35303      4      0     91     62      0      0      0      0 
 20260814    13:07:57       0  35305      4      0    100     67      0      0      0      0 
 20260814    13:07:57       1  35303      4      0     82     56      0      0      0      0 
 20260814    13:07:58       0  35305      4      0     21     16      0      0      0      0 
 20260814    13:07:58       1  35303      4      0      0      0      0      0      0      0 
 20260814    13:07:59       0  35305      4      0     34     36      0      0      0      0 
 20260814    13:07:59       1  35303      4      0     77     46      0      0      0      0 
 20260814    13:08:00       0  35305      4      0     57     42      0      0      0      0 
 20260814    13:08:00       1  35303      4      0    100     50      0      0      0      0 
 20260814    13:08:01       0  35305      4      0     68     45      0      0      0      0 
